id,text
S273,"<p>[25] X (S848). Ma, Z (S849). L (S850). Zhao, G (S851). Huang, Z (S852). Wang, Z (S853). Hu, X (S854). Zhu, and K (S855). Gai (S856). ""Entire space multi-task model: An effective approach for estimating post-click conversion rate"", 2018 (S857). In The 41st International ACM SIGIR Conference on Research & Development in Information Retrieval, pp (S858). 1137-1140 (S859). 2018 (S860). Available:  (S861).</p>"
S274,"<p>[26] R (S862). Xie, L (S863). Ma, S (S864). Zhang, F (S865). Xia, and L (S866). Lin (S867). 2023 (S868). “Reweighting Clicks with Dwell Time in Recommendation”, 2023 (S869). In Companion Proceedings of the ACM Web Conference 2023 (WWW '23 Companion) (S870). Association for Computing Machinery, New York, NY, USA, 341–345 (S871). Available:  (S872).</p>"
S275,"<p>[27] L (S873). Wu, Z (S874). Zheng, Z (S875). Qiu, H (S876). Wang, H (S877). Gu, T (S878). Shen, C (S879). Qin et al (S880). ""A Survey on Large Language Models for Recommendation,"" 2023 (S881). arXiv preprint arXiv:2305.19860) Available: . (S882).</p>"
S276,"<p>[28] W Fan, Z (S883). Zhao, J (S884). Li, Y (S885). Liu, X (S886). Mei, Y (S887). Wang, J (S888). Tang, and Q (S889). Li (S890). ""Recommender Systems in the Era of Large Language Models (LLMs),"" 2023 (S891). arXiv preprint arXiv:2307.02046 (S892). Available:  (S893).</p>"
S277,"<p>[29] J (S894). Lin, X (S895). Dai, Y (S896). Xi, W (S897). Liu, B (S898). Chen, X (S899).  Li, C (S900). Zhu et al (S901). ""How Can Recommender Systems Benefit from Large Language Models: A Survey,"" 2023 (S902). arXiv preprint arXiv:2306.05817 (S903). Available:  (S904).</p>"
S278,"<p>[30] Xiaocong Chen, Lina Yao, Julian McAuley, Guanglin Zhou, Xianzhi Wang (S905). “Deep Reinforcement Learning in Recommender Systems: A Survey and New Perspectives”, 2023 (S906). Knowledge-Based Systems, Volume 264, 110335, ISSN 0950-7051 (S907). Available:  (S908).</p>"
S279,"<p>[31] J (S909). Chen, H (S910). Dong, X (S911). Wang, F (S912). Feng, M (S913). Wang, and X (S914). He (S915). “Bias and Debias in Recommender System: A Survey and Future Directions,” 2023 (S916). ACM Trans (S917). Inf (S918). Syst (S919). Available:  (S920).</p>"
S280,"<p>[32] D (S921). Liu, T (S922). Bai, J (S923). Lian, X (S924). Zhao, G (S925). Sun, J (S926). Wen, and X (S927). Xie (S928). ""News Graph: An Enhanced Knowledge Graph for News Recommendation,"" 2019 (S929). In KaRS@CIKM, Available:  (S930).</p>"
S281,"<p>[33] C (S931). Gao, Y (S932). Zheng, N (S933). Li, Y (S934). Li, Y (S935). Qin, J (S936). Piao, Y (S937). Quan et al (S938). ""A Survey of Graph Neural Networks for Recommender Systems: Challenges, Methods, and Directions,"" 2023 (S939). ACM Transactions on Recommender Systems 1 (S940). Available:  (S941).</p>"
S282,"<p>[34] Y (S942). Lin et al., ""A Survey on Reinforcement Learning for Recommender Systems,"" 2023 (S943). In IEEE Transactions on Neural Networks and Learning Systems, Available:  (S944).</p>"
S283,"<p>[35] S (S945). Han, W (S946). Huang, and X (S947). Luan (S948). ""VLSNR: Vision-Linguistics Coordination Time Sequence-aware News Recommendation,"" 2022 (S949). arXiv preprint arXiv:2210.02946 (S950). Available:  (S951).</p>"
S284,"<p>[36] H (S952). Zhou, X (S953). Zhou, Z (S954). Zeng, L (S955). Zhang, and Z (S956). Shen (S957). ""A comprehensive survey on multimodal recommender systems: Taxonomy, evaluation, and future directions,"" 2023 (S958). arXiv preprint arXiv:2302.04473 (S959). Available:  (S960).</p>"
S285,"<p>[37] C (S961). Wu, F (S962). Wu, T (S963). Qi, and Y (S964). Huang, “User Modeling with Click Preference and Reading Satisfaction for News Recommendation,” 2020 (S965). in Proceedings of the Twenty-Ninth International Joint Conference on Artificial Intelligence, IJCAI-20, doi: 10.24963/ijcai.2020/418 (S966). [Online] (S967). Available:  (S968). . (S969).</p>"
S296,<p>4 Human-Computer Interaction  (S970).</p>
S297,"<p>At the core of the TLDR is the notion that the human knowledge worker trusts the Tailored Daily Report to deliver the information most relevant to the worker (S971). Similarly, it is critical that the algorithms behind the creation of the TLDR anticipate the current and future needs of the individual knowledge worker and satisfy those needs (S972). A TDLR must also inculcate the appropriate level of trust between the models and the users, so that a human user is able to appropriately calibrate their decision making processes based on AI explanations and clear representations of model accuracy. (S973). Thus we welcome researchers in Human-Machine Interaction with a background in the creation of ML solutions which achieve buy-in from the human knowledge worker (S974).</p>"
S298,<p>4.1 Modeling the Analytic Ecosystem  (S975).</p>
S299,<p>From J (S976). Block et al.’s “Preliminary Perspectives on Information Passing in the Intelligence Community”  (S977).</p>
S300,"<p>Research in HCI has repeatedly demonstrated that, despite impressive computational capabilities, the practical value of new tools and technologies depends on the ability to integrate them into appropriate environments [1] (S978). This is non-trivial (S979). Intelligence analysts conduct analysis within a complex sociotechnical system [2], [3] (S980). Understanding the information ecosystem intelligence analysts work within is useful for gaining an awareness of what kinds of information they work with and from what apertures, with whom they work, information sources, how information is transformed, and where it is distributed [1], [4] (S981). Analysts work with numerous tools, processes, and types of information (S982). Analysis also requires human judgment and creativity on how to best utilize the available tools [5] (S983). Throughout the analytic process, analysts also frequently communicate with others—either synchronously or asynchronously [2], [6], [7] (S984). Requests for information can come in different forms and be initiated by different types of customers [2] (S985). Aspects of the workflow can also be highly collaborative, where communications with colleagues or subject matter experts are essential for filling in knowledge gaps [2], [8] (S986). The high variability and complexity of analysis operations create a major challenge for researchers and software engineers to optimize the benefits of their contributions (S987).</p>"
S301,"<p>Personalization is an essential component of the TLDR (S988). It is difficult to build a personalized system without knowing what needs to be personalized (S989). Specifically, we need to be able to extract dimensions or factors of personalization for a TLDR system that align with the analysts’ actual needs (S990). During SCADS 2022 and 2023, we interviewed multiple analysts to better understand information flow throughout the analytic process (S991). Preliminary analysis of this interview data revealed that there are both formal and informal types of information that analysts reference in their work, and that some influencing factors on the process include the size of the system and challenges disseminating information (S992). Other preliminary findings indicate that analysts’ work requests come in different formats (e.g., email, physical walk-ins), each with its own set of corresponding triggers (S993). One factor to consider for personalization in the TLDR, then, may be to infer the receipt of work requests based on these various triggers (S994). This in turn informs the types of automation and processing that need to happen for the TLDR to be most effective for a given user (S995).</p>"
S302,"<p>Question 4.1a Can we capture the various elements of the analytic workflow, identifying triggers and corresponding actions, that will aid in characterizing ways in which a TLDR could be personalized for a user? Scope: medium-term  (S996).</p>"
S303,"<p>Question 4.1b What is the relationship between workflow factors and presentation of a TLDR? For example, should the TLDR presentation vary based on the current state in an analytic workflow, an analyst’s cognitive load, or other identifiable factors? Scope: medium-term, Related: Section 4.4 (S997).</p>"
S304,"<p>Throughout the analytic workflows, there are points where analysts may take on increasingly loads of data into their working memories on a single task or between multiple tasks before points of documentation or task switching (S998). TDLR presentations may fluctuate depending on variables such as the load on an analyst’s working memory, degree of multi-tasking, or cognitive load. (S999).</p>"
S306,<p>4.1.1 Available Data and Prior Work  (S1000).</p>
S307,<p>2022 SCADS Interview Dataset  (S1001).</p>
S308,<p>2022 SCADS Special Issue Paper: J (S1002). Block et al (S1003). ”Preliminary Perspectives on Information Passing in the Intelligence Community”  (S1004).</p>
S309,<p>2022 Crouser/Ottley Decision-Maker Survey Dataset  (S1005).</p>
S310,<p>2023 White Paper: M (S1006). Bancilhon et al.’s ”Communicating Intel to Decision-Makers: Toward the Integration of Text and Charts in Reports”  (S1007).</p>
S311,<p>2024 “The Analyst Experience”  (S1008).</p>
S312,<p>4.2 Communicating Model Accuracy and Uncertainty  (S1009).</p>
S313,"<p>Critical Challenge 4.A Develop novel encoding techniques for displaying a model’s accuracy or confidence information as context for reported results (S1010). Scope: medium-term, Related: Sections 3.1  (S1011).</p>"
S314,"<p>From Crouser / Ottley’s 2023 LAS White Paper Although machine learning models are increasingly used to support decision-making, their outcomes are inherently probabilistic, meaning that a particular decision’s output is not guaranteed to be accurate (S1012). Further, the accuracy of an algorithm’s output depends partly on the historical data used to train it, notoriously marred by bias and input errors (S1013). Thus, a key measure of success for human-machine teaming is the human’s ability to calibrate when to trust or distrust the algorithm’s output — accepting a biased or inaccurate suggestion results in poor decisions that may be catastrophic in high-stakes decision-making scenarios (S1014).</p>"
S315,"<p>One method to assist analysts in calibrating their trust is by assigning a confidence score to the output, thereby communicating the probabilistic nature of an algorithm (S1015). In this challenge, we focus specifically on the use and interpretation of confidence scores and other mechanisms for communicating model accuracy and uncertainty (as opposed to developing novel metrics for evaluating model validity) (S1016). In particular, we are interested in exploring novel mechanisms for communicating model accuracy, uncertainty, and bias that are effective at calibrating analyst confidence in the model’s output:  (S1017).</p>"
S316,"<p>Question 4.2a What methods for displaying confidence scores are most helpful in calibrating a user’s trust in a TLDR system? Scope: medium-term, Related: Section 4.1 (S1018).</p>"
S317,"<p>Question 4.2b How does visual design impact a user’s decision to trust a TLDR system? Scope: medium-term, Related: Section 4.1 (S1019).</p>"
S318,"<p>Question 4.2c Does the visual encoding affect a user’s decision to either defer to an algorithm’s recommendation or to query the original source data? Scope: medium-term, Related: Section 4.1 (S1020).</p>"
S319,"<p>Additionally, we are interested in the interplay between getting information to the right person and delivering that information in the right way (S1021). Prior work suggests that these two objectives are not independent; rather, the optimal mode of delivery depends on both the analytic goals and the individual traits of the intended recipient (S1022). To that end, the following questions are also of interest:  (S1023).</p>"
S320,"<p>Question 4.2d Which cognitive traits are reliable predictors of trust behavior? Scope: medium-term, Related: Section 4.1 (S1024).</p>"
S321,"<p>Question 4.2e What is the relationship between analysts’ individual differences and the efficacy of various visual encodings of model confidence? Scope: medium-term, Related: Section 4.1 (S1025).</p>"
S322,"<p>Question 4.2f  How does trust in AI systems evolve over time, and with different levels of system performance? (S1026).</p>"
S323,<p>Question 4.2g What are the best metrics and models to measure and quantify trust in an AI system over time? Are there identifiable soft metrics that can be used to assess user trust? (S1027).</p>
S324,<p>4.2.1 Available Data and Prior Work  (S1028).</p>
S325,<p>2023 PANDAS Audio Transcription Prototype: Crouser/Ottley/Ha  (S1029).</p>
S326,<p>4.3 Model Explainability  (S1030).</p>
S327,<p>Critical Challenge 4.B Can we expand on existing capabilities for promoting trust through the use of explainable modeling techniques (in contrast to traditional “black box” approaches)? Scope: short-term  (S1031).</p>
S328,<p>Adapted from G (S1032). Forbes / R (S1033). J (S1034). Crouser’s “Metric Ensembles Aid in Explainability: A Case Study with Wikipedia Data”  (S1035).</p>
S329,"<p>As machine learning models become larger and more complex, it has become both more difficult and more important to be able to explain and interpret the results of those models, both to prevent model errors and to inspire confidence for end users of the model (S1036).</p>"
S330,<p>From Wikipedia page on Explainable AI:  (S1037).</p>
S331,"<p>https://en.wikipedia.org/wiki/Explainable_artificial_intelligence The algorithms used in machine learning (ML) can be differentiated into white-box and black-box algorithms [9] (S1038). White-box models are ML models that provide results that are understandable for experts in the domain (S1039). Black-box models, on the other hand, are opaque and their precise mechanisms may not be understood even by domain experts [10] (S1040). White-box algorithms are designed to follow three principles:  (S1041).</p>"
S332,<p>Transparency: “the processes that extract model parameters from training data and generate labels from testing data can be described and motivated by the approach designer” [11] (S1042).</p>
S333,<p>Interpretability: the underlying basis for decision-making can be communicated in a way that is understandable to humans [12]–[14] (S1043).</p>
S334,"<p>Explainability: explicit access to “the collection of features of the interpretable domain that have contributed for a given example to produce a decision (e.g., classification or regression)” [15] (S1044).</p>"
S335,"<p>If algorithms meet these requirements, they provide a basis for justifying decisions, tracking and thereby verifying them, improving the algorithms, and exploring new facts [16] (S1045). Unfortunately, recommender models that are fit to a single, complex metric can be a black box (S1046). For example, assume we have a model trained on the MIND dataset, such as NMRS, which was designed to maximize click rate based on the article title (S1047). If we then deploy this model to recommend new articles based on a user’s prior clicks, the resulting recommendations do not come with any inherent explanation for why they were recommended (S1048). This characteristic can be particularly problematic when the model provides recommendations that miss the mark, especially in applications where the consequences for missed information are high; because the user is not provided with an explanation, “oddball” recommendations can quickly contribute to the erosion of trust in the system [17] (S1049).</p>"
S336,"<p>However, consider an alternative where instead of using a single black-box metric to measure fitness, we employ a suite of several complementary metrics or datasets and train different models to optimize for each of them (S1050). In cases where the individual models diverge in their evaluation of a candidate article, then the fact that these metrics were divergent tells us something about the article itself, and the particular ways in which it is potentially useful: the ensemble model can simply report, for its top candidates, which particular metrics that candidate satisfies, and to what degree (S1051). This gives the analyst a better idea about the “reasoning” behind the recommendations, which in turn can help to both generate confidence in the model when it is performing well and preserve trust in cases where it has failed (S1052). Moreover, a deeper understanding of why a given recommendation was made affords opportunities for additional model tuning and refinement (S1053). In conjunction with the Critical Challenge outlined in Section 4.2, we invite exploration into how the use of explainable models and/or ensemble metrics can be used to help calibrate trust in the output of computational models (S1054).</p>"
S337,"<p>Question 4.3a What methods for displaying explanations of model output are most helpful in calibrating a user’s trust in a TLDR system? Scope: medium-term, Related: Section 3.1  (S1055).</p>"
S338,"<p>Question 4.3b What other metrics beyond trust scores are helpful in explaining models, and how can that information be efficiently relayed to analysts? (S1056).</p>"
S339,<p>4.3.1 Available Data and Prior Work  (S1057).</p>
S340,<p>2022 SCADS Special Issue Paper: G (S1058). Forbes and R.J (S1059). Crouser’s “Metric Ensembles Aid in Explainability: A Case Study with Wikipedia Data”  (S1060).</p>
S341,<p>4.4 Interaction Design  (S1061).</p>
S342,"<p>It will be important to create a TLDR that people like and want to use (S1062). In addition to providing relevant high-quality content, the manner in which users interact with a TLDR will also be an influential factor in user acceptance (S1063).</p>"
S343,"<p>Critical Challenge 4.C Develop an interface such that a user can provide feedback on TLDR content (S1064). Scope: medium-term, Related: Section 3.2  (S1065).</p>"
S344,<p>Question 4.4a How can we design more intuitive and natural interfaces for multi-modal systems? (S1066).</p>
S345,<p>Question 4.4b How can graphic information be combined with natural language text to produce more effective and nuanced summaries for specialized knowledge workers? Can the use of natural language text summarization with graphic content affect cognitive load for knowledge workers? (S1067).</p>
S346,<p>Question 4.4c How can AI and humans effectively collaborate in decision-making processes? How can we identify and assess areas of effective AI-human collaboration? What are principles upon which we can build collaboration? (S1068).</p>
S347,<p>Question 4.4d How can we best collect and leverage analyst input and interaction data to improve outcomes? (S1069).</p>
S348,<p>Critical Challenge 4.D Develop an interface such that a user can navigate from summaries to the underlying documents (S1070). Scope: medium-term  (S1071).</p>
S349,"<p>Question 4.4e What type of presentation is most effective for providing users a summary of a conversational audio file? Scope: medium-term, Related: Sections 2.6, 4.2, 4.3 (S1072).</p>"
S350,<p>References  (S1073).</p>
S351,"<p>[1] S (S1074). Hepenstal, L (S1075). Zhang, and B (S1076). L (S1077). William Wong, “An analysis of expertise in intelligence analysis to support the design of human-centered artificial intelligence,” in 2021 IEEE International Conference on Systems, Man, and Cybernetics (SMC), Oct (S1078). 2021, pp (S1079). 107–112 (S1080). doi: 10.1109/ SMC52423.2021.9659095 (S1081).</p>"
S352,"<p>[2] R (S1082). Johnston, Analytic culture in the US intelligence community: An ethnographic study (S1083). Central Intelligence Agency, 2005 (S1084).</p>"
S353,"<p>[3] B (S1085). R (S1086). Nolan, “Information sharing and collaboration in the United States intelligence community: An ethnographic study of the national counterterrorism center,” Ph.D (S1087). dissertation, University of Pennsylvania Unpublished PhD Dissertation, 2013 (S1088).</p>"
S354,"<p>[4] C (S1089). Groenewald, B (S1090). L (S1091). W (S1092). Wong, S (S1093). Attfield, P (S1094). Passmore, and N (S1095). Kodagoda, “How analysts think: How do criminal intelligence analysts recognise and manage significant information?” In 2017 European Intelligence and Security Informatics Conference (EISIC), Sep (S1096). 2017, pp (S1097). 47–53 (S1098). doi: 10.1109/EISIC.2017.15 (S1099).</p>"
S355,"<p>[5] G (S1100). Chin Jr, O (S1101). A (S1102). Kuchar, and K (S1103). E (S1104). Wolf, “Exploring the analytical processes of intelligence analysts,” in Proceedings of the SIGCHI Conference on Human Factors in Computing Systems, Boston MA USA: ACM, Apr (S1105). 2009 (S1106).</p>"
S356,"<p>[6] S (S1107). Straus, A (S1108). Parker, and J (S1109). Bruce, “The group matters: A review of processes and outcomes in intelligence analysis,” Group Dynamics: Theory, Research, and Practice, vol (S1110). 15, pp (S1111). 128–146, Jun (S1112). 2011 (S1113). doi: 10.1037/a0022734 (S1114).</p>"
S357,"<p>[7] P (S1115). E (S1116). Keel, “Collaborative visual analytics: Inferring from the spatial organization and collaborative use of information,” in 2006 IEEE Symposium On Visual Analytics Science And Technology, Oct (S1117). 2006, pp (S1118). 137–144 (S1119). doi: 10.1109/VAST.2006.261415 (S1120).</p>"
S358,"<p>[8] K (S1121). M (S1122). Vogel and B (S1123). B (S1124). Tyler, “Interdisciplinary, cross-sector collaboration in the US Intelligence Community: Lessons learned from past and present efforts,” en, Intelligence and National Security, vol (S1125). 34, no (S1126). 6, pp (S1127). 851–880, Sep (S1128). 2019, issn: 0268-4527, 1743-9019 (S1129). doi: 10.1080/02684527.2019.1620545 (S1130). [Online] (S1131). Available:  (S1132).</p>"
S359,"<p>[9] G (S1133). Vilone and L (S1134). Longo, “Classification of explainable artificial intelligence methods through their output formats,” Machine Learning and Knowledge Extraction, vol (S1135). 3, no (S1136). 3, pp (S1137). 615–661, 2021 (S1138).</p>"
S360,"<p>[10] O (S1139). Loyola-Gonzalez, “Black-box vs (S1140). white-box: Understanding their advantages and weaknesses from a practical point of view,” IEEE access, vol (S1141). 7, pp (S1142). 154 096–154 113, 2019 (S1143).</p>"
S361,"<p>[11] R (S1144). Roscher, B (S1145). Bohn, M (S1146). F (S1147). Duarte, and J (S1148). Garcke, “Explainable machine learning for scientific insights and discoveries,” Ieee Access, vol (S1149). 8, pp (S1150). 42 200–42 216, 2020 (S1151).</p>"
S362,"<p>[12] W (S1152). J (S1153). Murdoch, C (S1154). Singh, K (S1155). Kumbier, R (S1156). Abbasi-Asl, and B (S1157). Yu, “Interpretable machine learning: Definitions, methods, and applications,” arXiv preprint arXiv:1901.04592, 2019 (S1158).</p>"
S363,"<p>[13] Z (S1159). C (S1160). Lipton, “The mythos of model interpretability: In machine learning, the concept of interpretability is both important and slippery.,” Queue, vol (S1161). 16, no (S1162). 3, pp (S1163). 31–57, 2018 (S1164).</p>"
S364,"<p>[14] A (S1165). B (S1166). Arrieta, N (S1167). Díaz-Rodríguez, J (S1168). Del Ser, et al., “Explainable artificial intelligence (XAI): Concepts, taxonomies, opportunities and challenges toward responsible ai,” Information fusion, vol (S1169). 58, pp (S1170). 82–115, 2020 (S1171).</p>"
S365,"<p>[15] G (S1172). Montavon, W (S1173). Samek, and K.-R (S1174). Müller, “Methods for interpreting and understanding deep neural networks,” Digital signal processing, vol (S1175). 73, pp (S1176). 1–15, 2018 (S1177).</p>"
S366,"<p>[16] A (S1178). Adadi and M (S1179). Berrada, “Peeking inside the black-box: A survey on explainable artificial intelligence (xai),” IEEE access, vol (S1180). 6, pp (S1181). 52 138–52 160, 2018 (S1182).</p>"
S367,"<p>[17] Y (S1183). Zhang, X (S1184). Chen, et al., “Explainable recommendation: A survey and new perspectives,” Foundations and Trends® in Information Retrieval, vol (S1185). 14, no (S1186). 1, pp (S1187). 1–101, 2020. (S1188).</p>"
S369,<p>5 Data Set Creation and/or Augmentation  (S1189).</p>
S370,"<p>Research into each of the preceding areas of TLDR creation requires data (S1190). A particular challenge is finding data sets appropriate for use in all of the SCADS research areas at a scale that enables meaningful outcomes (S1191). Creating a data set specific to the SCADS grand challenge would enable researchers to utilize the same data and represent an end-to-end TLDR use case (S1192). Therefore, we also welcome researchers who could build on prior SCADS outcomes to create new data sets, or augment existing data sets, that support TLDR creation (S1193). We list below a non-comprehensive set of research questions relevant to TLDR focus areas that would benefit from new or updated data sets (S1194). While we assume most data set creation and/or augmentation would focus on English text data, we welcome efforts that incorporate multi-modal and multi-lingual data (S1195).</p>"
S371,<p>5.1 Data Set Creation (S1196).</p>
S372,"<p>During the day, an analyst may interact with finished reporting (like news articles), but may also see individual pieces of content, such as communications (including metadata) or location data, and this data may be in audio, video, or text format (S1197). Any given data set need not be (and probably should not be) comprehensive, but it is important that overall we have data that mirrors the knowledge worker’s experience (S1198). While individual analysts will have different requirements (a signals analyst and cybersecurity analyst will not view the same data, for example), our data collection should be sufficiently flexible to accommodate multiple roles. (S1199).</p>"
S373,<p>Critical Challenge 5.A: Can we curate a collection of data sets that are analogous to what an analyst might have available as part of their work? Scope: short-term (S1200).</p>
S374,"<p>Data sets might also reflect preferences of the users themselves (S1201). A relevant data set might include information on a user’s motivation for interacting with an item in a data set; for example, was the item recommended to the user or did the user discover that item through some other mechanism? If an item was recommended, how did that item rank in comparison to other recommended items?  (S1202).</p>"
S375,<p>Question 5.1a Can we create a data set that enables research on preventing feedback loops in recommender systems? Scope: medium-term  (S1203).</p>
S376,"<p>Data sets that provide information on user preferences between different summaries would allow us to better understand the types of details that different users want to have included in tailored summaries (S1204). If the data set also provided some information about the individual users, we might be able to leverage that information to better understand the interaction between recommendation and summarization processes, how to optimize TLDRs for each user, and the extent to which tailored summaries are interchangeable between different users (S1205).</p>"
S377,"<p>Question 5.1b Can we create a data set that enables research on personalizing summaries of recommended content to accommodate an individual’s preferences? Scope: medium-term, Related: Section 2  (S1206).</p>"
S378,"<p>Large language models (LLMs) and other generative models are promising components of a TLDR system, though are prone to creating output that is not accurate or factual (S1207). To be able to use such models in creating TLDRs it will be necessary to be able to automatically identify false and inconsistent information in LLM output (S1208). This will require a data set that flags hallucinated information, and ideally categorizes the hallucinations according to a defined set, such as that in [1] (S1209).</p>"
S379,"<p>Question 5.1c Can we create a data set that enables research on identifying and quantifying hallucinated information in personalized abstractive summaries? Scope: medium-term, Related: Sections 2.4, 2.5  (S1210).</p>"
S380,"<p>TLDR users might need to verify information by comparing and contrasting multiple data sources (S1211). When developing and assessing models for inclusion in the TLDR, it will be necessary to have access to a data set that contains content about news and events from a variety of data sources and perspectives (S1212).</p>"
S381,"<p>Question 5.1d Can we create a data set that enables research to identify a set of local/regional news sources and articles which have greater detail, given a set of national/world news articles tagged as of interest to the user? Scope: medium-term, Related: Section 4.4  (S1213).</p>"
S382,<p>5.2 Data Set Augmentations (S1214).</p>
S383,"<p>Once we have a curated data set (or sets), in order to present a tailored subset of that data to the user it will be necessary to augment the data using a variety of methods (S1215). This could be by applying summarization to a collection of information within the data set, or by modifying the actual data available to a user, either based on their feedback or their ability to access specific data (S1216).</p>"
S384,"<p>A TLDR will employ a combination of models to identify relevant content and condense that content into a personalized concise summary for each user (S1217). It is necessary to understand the interaction between different models and the impacts of that interaction on various aspects of a TLDR, such as accuracy, relevance, and usability (S1218). To do so, we will need a data set that enables us to observe and measure such interactions and their impact on a TLDR (S1219).</p>"
S385,"<p>Question 5.2a Can we employ automatic summarization tools and techniques to generate headlines or short summaries that are compatible with recommender models? Scope: short-term, Related: Sections 3.1, 2, 4.4  (S1220).</p>"
S386,"<p>Question 5.2b How can we elicit user feedback regarding the quality and/or relevance of recommendations generated by creating headlines/short summaries through automatic summarization? Scope: medium-term, Related: Sections 3.2, 2, 4.4  (S1221).</p>"
S387,"<p>Question 5.2c How does the summarization technique employed to create a headline/short summary affect the quality and/or relevance of recommendations based on those headlines/short summaries? Scope: medium-term, Related: Sections 3.2, 2, 4.4  (S1222).</p>"
S388,"<p>Within a dataset, there may be data considered too sensitive for most users to see (S1223). It is possible, though, that the user may be allowed to see knowledge and/or recommendations drawn from that data (S1224). For example, an analyst could be shown the fact that a local militia is transporting weapons via a certain route, but not the fact that an informant in the group provided the information. (S1225).</p>"
S389,<p>Question 5.2d How do we handle segmented/protected information that specific users may not be allowed to access? Can we still use that data to generate recommendations? (S1226).</p>
S390,<p>5.3 Assessing quality of synthetic datasets (S1227).</p>
S391,"<p>In 2023, researchers at SCADS created a synthetic dataset using chatGPT and a digital version of the Zendian Problem by Lambros D (S1228). Callimahos about the fictional nation of Zendian (S1229). The dataset consists of 1000’s of synthetic intelligence reports about Zendia (S1230). These reports are available to SCADS participants in 2024. (S1231).</p>"
S392,"<p>Once we have a synthetically created dataset such as the Zendian dataset, we will need to have techniques for assessing the quality of that dataset (S1232). In this way we can be assured that research results generated from synthetic datasets will carry over to actual datasets (S1233). Typical techniques may have to be altered since the normal determination of hallucinations will not be valid, since the entire dataset is synthetic. (S1234).</p>"
S393,"<p>Question 5.3a Can we determine the extent to which a synthetic dataset of fictional intelligence reports is a quality proxy for an actual set of intelligence reports (S1235).  Scope: medium-term, Related: Section 5.1 (S1236).</p>"
S394,"<p>Question 5.3b Given a synthetic dataset, can we assess where the set is internally consistent with respect to its own timeline (S1237). Scope: medium-term, Related: Section 5.1 (S1238).</p>"
S395,"<p>While the Zendian dataset is useful for some research tasks, it does not currently contain enough user feedback data to be useful for creating recommender systems. (S1239).</p>"
S396,"<p>Question 5.3c Given a synthetic dataset, can we create synthetic user-item interaction data sufficient to enable recommender systems research (S1240). Scope: medium-term, Related: Section 5.1 (S1241).</p>"
S400,<p>6 Other Areas  (S1242).</p>
S401,"<p>Other areas of research will also be critical to the creation of TLDRs (S1243). Some of those areas are anticipated, but do not fit into one of the categories above (S1244). Some areas are unanticipated (S1245). We welcome projects in areas not stipulated here which will serve to further the eventual goal of creating Tailored Daily Reports for individual IC knowledge workers, and ask participants to coordinate with SCADS organizers to ensure such projects are aligned with SCADS objectives (S1246).</p>"
S402,"<p>While we plan to hold a classified post-conference workshop during SCADS 2024, it will focus on questions of infrastructure and specific use cases, not general research (S1247). We anticipate that all research involving the TLDR will remain completely unclassified in 2024 (S1248).</p>"
S404,<p>Appendix A (S1249). Quick Start Ideas  (S1250).</p>
S405,<p>We sketch an idea with the coding details in a notebook in the occams repository (S1251). The outline below gives improved ROUGE scores on several summarization datasets (S1252).</p>
S406,<p>Given training summarization training data with document(s)-summary(ies) pairs (S1253).</p>
S407,<p>Process the data as occams Document instances (S1254).</p>
S408,"<p>For each human summary sentence, find a sentence in the document(s) with the highest density of human summary terms for that sentence (S1255).</p>"
S409,"<p>Fit sentence classification model on the above data, as suggested below (S1256).</p>"
S410,<p>Use sentence embedding to generate vectors for the above-matched sentences (S1257).</p>
S411,<p>Apply canonical correlation analysis (CCA) to find a projection into lower dimensional space to maximize the correlations between the vectors (S1258).</p>
S412,<p>Train a classifier to distinguish between sentences that have dense overlap with human summary sentences (S1259).</p>
S413,<p>Now test the above model on held-out data  (S1260).</p>
S414,<p>Embed sentences from the document (S1261).</p>
S415,<p>Project them with the CCA model and use the classifier to estimate the probability the sentence has dense overlap with a summary sentence (S1262).</p>
S416,<p>Compute a matrix-vector product between the term-sentence matrix and the above sentence probabilities to compute term-weights for occams (S1263).</p>
S417,<p>Generate summaries for the test data with the computed term weights (S1264).</p>
S418,"<p>This experiment could be conducted by using a sample of real world cyber threat intelligence documents to fine-tune a number of different summarization machine learning models (S1265). To assess this approach, take the provided set of realistic intelligence questions, written by Elemendar’s lead analyst, and try to answer the questions with your own summarization tool and see if you can beat the benchmark scores set by our analysts and ChatGPT (S1266).</p>"
S420,<p>Appendix B (S1267). SAGA  (S1268).</p>
S421,"<p>Figure 1 gives an illustration where we are given five items a, b, c, d, and e, as well as pairwise similarity and dissimilarity scores (S1269). Note that each dissimilarity score is the complement of the corresponding similarity score (S1270). On the right side of the figure, the heatmap representation with the given ordering suggests some clustering of the items (S1271). Depending on the threshold chosen, one could infer perhaps two or three clusters (S1272).</p>"
S423,<p>Figure 1: Illustration of similarity and dissimilarity matrices (S1273).</p>
S424,"<p>Picking a single threshold value on the similarity score to use is a difficult task (S1274). SAGA, instead, considers all threshold choices (S1275). Figure 2 shows the graph the number of clusters as the similarity score threshold varies between 0 and 1 (S1276). Between 0 and 0.1, there are 5 clusters, between 0.1 and 0.2 there are 4 clusters, and so on (S1277). We denote the number of clusters as C(r), where r is the threshold value (S1278). The second plot in the Figure is a dendrogram illustrating the clusters as the threshold changes (S1279).</p>"
S425,<p>Graph of C(r)  (S1280).</p>
