,id,Title,Rotten_Tomatoes_Rating,IMDB_Rating,Genre,Gross Income,Production Budget
587,587,Talladega Nights: The Ballad of Ricky Bobby,72.0,6.4,Comedy,148213377.0,73000000.0
588,588,The Talented Mr. Ripley,82.0,7.2,Drama,81292135.0,40000000.0
591,591,Transformers,57.0,7.3,Action,319246193.0,151000000.0
592,592,Transformers: Revenge of the Fallen,20.0,6.0,Action,402111870.0,210000000.0
593,593,The Thin Red Line,78.0,7.5,Drama,36400491.0,52000000.0
594,594,The League of Extraordinary Gentlemen,17.0,5.5,Adventure,66465204.0,78000000.0
596,596,Tomorrow Never Dies,55.0,6.4,Action,125304276.0,110000000.0
599,599,The Day After Tomorrow,46.0,6.3,Adventure,186740799.0,125000000.0
601,601,Toy Story 2,100.0,8.0,Adventure,245852179.0,90000000.0
602,602,Toy Story 3,99.0,8.9,Adventure,410640665.0,200000000.0
603,603,Traffic,91.0,7.8,Drama,124107476.0,48000000.0
604,604,Training Day,72.0,7.6,Drama,76261036.0,45000000.0
605,605,Star Trek,94.0,8.2,Adventure,257730019.0,140000000.0
606,606,The Terminal,60.0,7.1,Drama,77073959.0,75000000.0
608,608,The Transporter,53.0,6.6,Action,25296447.0,21000000.0
609,609,Tropic Thunder,83.0,7.2,Comedy,110461307.0,90000000.0
610,610,Troy,54.0,7.0,Action,133298577.0,150000000.0
611,611,xXx,48.0,5.5,Action,141930000.0,70000000.0
612,612,The Truman Show,95.0,8.0,Drama,125618201.0,60000000.0
616,616,Underworld,30.0,6.7,Action,51970690.0,22000000.0
617,617,Underworld: Evolution,15.0,6.6,Action,62318875.0,45000000.0
618,618,Up,98.0,8.4,Adventure,293004164.0,175000000.0
620,620,V for Vendetta,73.0,8.2,Action,70511035.0,50000000.0
621,621,Van Helsing,22.0,5.5,Action,120150546.0,170000000.0
625,625,WALL-E,96.0,8.5,Comedy,223808164.0,180000000.0
626,626,Watchmen,64.0,7.8,Action,107509799.0,138000000.0
627,627,We Were Soldiers,62.0,6.9,Drama,78120196.0,70000000.0
630,630,Walk the Line,82.0,7.9,Drama,119519402.0,29000000.0
631,631,Wild Wild West,21.0,4.3,Adventure,113805681.0,175000000.0
633,633,The Wrestler,98.0,8.2,Drama,26236603.0,6000000.0
634,634,Sky Captain and the World of Tomorrow,72.0,6.3,Adventure,37760080.0,70000000.0
635,635,The Waterboy,32.0,5.7,Comedy,161491646.0,23000000.0
637,637,X-Men,82.0,7.4,Action,157299717.0,75000000.0
639,639,X-Men: The Last Stand,57.0,6.9,Action,234362462.0,150000000.0
640,640,The Expendables,40.0,7.1,Action,101384023.0,82000000.0
641,641,Yes Man,43.0,7.0,Comedy,97690976.0,50000000.0
642,642,You've Got Mail,68.0,6.2,Drama,115821495.0,65000000.0
643,643,Zoolander,62.0,6.4,Comedy,45172250.0,28000000.0
644,644,Zombieland,89.0,7.8,Comedy,75590286.0,23600000.0
645,645,Zack and Miri Make a Porno,65.0,7.0,Comedy,31452765.0,24000000.0
